Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
fitbit-blaze-classic-accessory-band,"Fitbit Blaze Classic Accessory Band Black","Create the perfect watch for any occasion
Classic colors to change your look in an instant
Comfortable, durable materials make these bands perfect for daily and nightly wear, during workouts and beyond
Available in Black and Plum now


Fitbit Blaze has everything you need to stay fit, connected and look good doing it. With an entire lineup of metal, leather and sport bands and frames available, you can find the accessory that fits your workout, your outfit and your personality to stay motivated, on trend and on track toward goals.
Materials
The Fitbit Blaze Classic band is made of a flexible, durable elastomer material similar to that used in many sports watches, and includes a surgical-grade stainless steel buckle.
Water Resistance
The Fitbit Blaze Classic band is sweat, rain and splash proof, but not swim proof or shower proof. We recommend taking the band off before showering, as it’s best for your skin if the band stays dry and clean.

Care
If the Fitbit Blaze Classic band gets wet or if you sweat in it, remove and completely dry the band before putting it back on. Give your wrist a rest by taking the band off every now and then. These are some of our Keep it Clean tips: 

Regularly clean your band and wrist—especially after working out or sweating. Rinse the band with water or wipe it with a small amount of rubbing alcohol. Do NOT use hand soap, body soap, dish soap, hand sanitizers, cleaning wipes or household cleaners which could get trapped beneath the band and irritate skin. Always dry the band well before putting it back on.
To remove build-up of lotions and oils (such as sunscreen, insect repellent and moisturizers) that can be trapped beneath the band, we recommend that you use a soap-free cleanser like Cetaphil Gentle Skin Cleanser or Aquanil, rinse thoroughly, and dry well.
For tough spots, stains or buildup on your band, scrub with a wet soft-bristled toothbrush.
For light-colored elastomer accessory bands, minimize direct contact with dark-colored clothing, as color transfer may occur.",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,,,Size,X-large,continue,90.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150628014918303black3.jpg?v=1581541769
fitbit-blaze-fitness-tracker-gunmetal-black,"Fitbit Blaze Fitness Tracker Gunmetal Black","FROM THE AUTHORIZED DEALER
Long Battery Life - Up to 5 days
PurePulse Heart Rate
Multi-Sport Tracking &amp; Connected GPS
Call, Text &amp; Calendar Alerts
Cardio Fitness Level
Guided Breathing Sessions
All-Day Activity
Auto Sleep Tracking &amp; Sleep Stages
Reminders to Move
1 YEAR WARRANTY





Description

Get fit in style with Fitbit Blaze—a smart fitness watch that helps you maximize every workout and every day. With advanced technology in a versatile design, this revolutionary device is built to track your workouts, monitor your performance stats, and gauge your progress. PurePulse continuous heart rate and multi-sport modes enhance every exercise, while next-generation features like Connected GPS and FitStar workouts on your wrist help you take your fitness to the next level. All-day activity and sleep tracking, smartphone notifications and Reminders to Move help you stay on top of your day. And interchangeable band and frames and customizable clock faces on the hi-res color touchscreen let you personalize your style for every occasion. With all this and more, Fitbit Blaze has everything you need to reach your goals, packed into one sleek timepiece.
 
 

See simplified heart rate zones for quickly checking exercise intensity during workouts with PurePulse(TM) continuous, wrist-based heart rate monitoring (no uncomfortable chest strap required)
Use multi-sport tracking to track runs, cardio, cross-training, biking and more. Effortlessly and automatically record other workouts to your dashboard with SmartTrack
Enable connected GPS to map your routes and see run stats like pace and duration on display (when your phone is nearby)
Track steps, distance, calories burned, floors climbed and active minutes. Stay connected with call, text &amp; calendar alerts and notifications from your favorite apps like Gmail, Facebook and more (when phone is nearby).Start a FitStar workout on your wrist and get step-by-step instructions and graphics to ensure you complete each move correctly",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,"Gunmetal Stainless Steel/Black",Size,Small,continue,829.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150607342259286gunmetal-black4.jpg?v=1581541771
fitbit-blaze-fitness-tracker-gunmetal-black,"Fitbit Blaze Fitness Tracker Gunmetal Black","FROM THE AUTHORIZED DEALER
Long Battery Life - Up to 5 days
PurePulse Heart Rate
Multi-Sport Tracking &amp; Connected GPS
Call, Text &amp; Calendar Alerts
Cardio Fitness Level
Guided Breathing Sessions
All-Day Activity
Auto Sleep Tracking &amp; Sleep Stages
Reminders to Move
1 YEAR WARRANTY





Description

Get fit in style with Fitbit Blaze—a smart fitness watch that helps you maximize every workout and every day. With advanced technology in a versatile design, this revolutionary device is built to track your workouts, monitor your performance stats, and gauge your progress. PurePulse continuous heart rate and multi-sport modes enhance every exercise, while next-generation features like Connected GPS and FitStar workouts on your wrist help you take your fitness to the next level. All-day activity and sleep tracking, smartphone notifications and Reminders to Move help you stay on top of your day. And interchangeable band and frames and customizable clock faces on the hi-res color touchscreen let you personalize your style for every occasion. With all this and more, Fitbit Blaze has everything you need to reach your goals, packed into one sleek timepiece.
 
 

See simplified heart rate zones for quickly checking exercise intensity during workouts with PurePulse(TM) continuous, wrist-based heart rate monitoring (no uncomfortable chest strap required)
Use multi-sport tracking to track runs, cardio, cross-training, biking and more. Effortlessly and automatically record other workouts to your dashboard with SmartTrack
Enable connected GPS to map your routes and see run stats like pace and duration on display (when your phone is nearby)
Track steps, distance, calories burned, floors climbed and active minutes. Stay connected with call, text &amp; calendar alerts and notifications from your favorite apps like Gmail, Facebook and more (when phone is nearby).Start a FitStar workout on your wrist and get step-by-step instructions and graphics to ensure you complete each move correctly",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,Black/Silver,Size,Large,continue,829.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150607342259286gunmetal-black4.jpg?v=1581541771
fitbit-blaze-fitness-tracker-gunmetal-black,"Fitbit Blaze Fitness Tracker Gunmetal Black","FROM THE AUTHORIZED DEALER
Long Battery Life - Up to 5 days
PurePulse Heart Rate
Multi-Sport Tracking &amp; Connected GPS
Call, Text &amp; Calendar Alerts
Cardio Fitness Level
Guided Breathing Sessions
All-Day Activity
Auto Sleep Tracking &amp; Sleep Stages
Reminders to Move
1 YEAR WARRANTY





Description

Get fit in style with Fitbit Blaze—a smart fitness watch that helps you maximize every workout and every day. With advanced technology in a versatile design, this revolutionary device is built to track your workouts, monitor your performance stats, and gauge your progress. PurePulse continuous heart rate and multi-sport modes enhance every exercise, while next-generation features like Connected GPS and FitStar workouts on your wrist help you take your fitness to the next level. All-day activity and sleep tracking, smartphone notifications and Reminders to Move help you stay on top of your day. And interchangeable band and frames and customizable clock faces on the hi-res color touchscreen let you personalize your style for every occasion. With all this and more, Fitbit Blaze has everything you need to reach your goals, packed into one sleek timepiece.
 
 

See simplified heart rate zones for quickly checking exercise intensity during workouts with PurePulse(TM) continuous, wrist-based heart rate monitoring (no uncomfortable chest strap required)
Use multi-sport tracking to track runs, cardio, cross-training, biking and more. Effortlessly and automatically record other workouts to your dashboard with SmartTrack
Enable connected GPS to map your routes and see run stats like pace and duration on display (when your phone is nearby)
Track steps, distance, calories burned, floors climbed and active minutes. Stay connected with call, text &amp; calendar alerts and notifications from your favorite apps like Gmail, Facebook and more (when phone is nearby).Start a FitStar workout on your wrist and get step-by-step instructions and graphics to ensure you complete each move correctly",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,"Gunmetal Stainless Steel/Black",Size,Large,continue,829.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150607342259286gunmetal-black4.jpg?v=1581541771
fitbit-flex-2-accessory-sports-3-pack,"Fitbit Flex 2 Accessory Sports 3 Pack","Description
Mix up your style with these colorful accessory packs. Each pack includes 3 accessory bands and 1 stainless steel clasp to keep your band in place.",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,,,Size,Large,continue,99.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150610904282028sports3pack.jpg?v=1581541792
fitbit-charge-2-fitness-tracker,"Fitbit Charge 2 Black Silver Fitness Tracker","FROM THE AUTHORIZED DEALER
Long Battery Life - Up to 5 days
PurePulse Heart Rate
Multi-Sport Tracking &amp; Connected GPS
Call, Text &amp; Calendar Alerts
Cardio Fitness Level
Guided Breathing Sessions
All-Day Activity
Auto Sleep Tracking &amp; Sleep Stages
Reminders to Move
1 YEAR WARRANTY





Description
Fitbit Charge 2 fitness wristband tracks your heart rate and calories burned and suggests ways to improve your fitness. Know the miles covered and the miles left to go with the Fitbit Charge 2 Heart Rate and Fitness Wristband. It looks cool in blue and is featured in a small size for those with thin wrists. This Fitbit band offers a snug and comfy fit that is suitable for all day wear. It tracks steps, distance, calories burned, floors climbed, active minutes and hourly activity with an impressive battery life of up to 5 days. It connects to your smartphone easily and also displays the call and text notifications on the screen. All the more, the Fitbit Charge 2 also tracks your sleep cycle and also helps relax with a guided breathing session to relax your body and mind after an exhausting workout.
 

More Features 

PurePulse continuous, automatic wrist-based heart rate tracking to better measure calorie burn all day
Maximize your workouts using simplified heart rate zones (Fat Burn, Cardio and Peak)
See call, text &amp; calendar notifications on the OLED display; Automatically track how long and how well you sleep and wake with a silent vibrating alarm
Get a better understanding of your fitness level and see how you can improve over time with a personalized Cardio Fitness Score; Use Connected GPS during run mode to see real-time stats like pace and distance on your wrist
Track all-day activity like steps, distance, calories burned, floors climbed and active minutes;Find moments of calm throughout your day with personalized guided breathing sessions based on your heart rate

 Product Dimensions 
 Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,,,Size,Large,continue,649.00,390.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150430070668220black.jpg?v=1581541777
fitbit-charge-2-fitness-tracker,"Fitbit Charge 2 Black Silver Fitness Tracker","FROM THE AUTHORIZED DEALER
Long Battery Life - Up to 5 days
PurePulse Heart Rate
Multi-Sport Tracking &amp; Connected GPS
Call, Text &amp; Calendar Alerts
Cardio Fitness Level
Guided Breathing Sessions
All-Day Activity
Auto Sleep Tracking &amp; Sleep Stages
Reminders to Move
1 YEAR WARRANTY





Description
Fitbit Charge 2 fitness wristband tracks your heart rate and calories burned and suggests ways to improve your fitness. Know the miles covered and the miles left to go with the Fitbit Charge 2 Heart Rate and Fitness Wristband. It looks cool in blue and is featured in a small size for those with thin wrists. This Fitbit band offers a snug and comfy fit that is suitable for all day wear. It tracks steps, distance, calories burned, floors climbed, active minutes and hourly activity with an impressive battery life of up to 5 days. It connects to your smartphone easily and also displays the call and text notifications on the screen. All the more, the Fitbit Charge 2 also tracks your sleep cycle and also helps relax with a guided breathing session to relax your body and mind after an exhausting workout.
 

More Features 

PurePulse continuous, automatic wrist-based heart rate tracking to better measure calorie burn all day
Maximize your workouts using simplified heart rate zones (Fat Burn, Cardio and Peak)
See call, text &amp; calendar notifications on the OLED display; Automatically track how long and how well you sleep and wake with a silent vibrating alarm
Get a better understanding of your fitness level and see how you can improve over time with a personalized Cardio Fitness Score; Use Connected GPS during run mode to see real-time stats like pace and distance on your wrist
Track all-day activity like steps, distance, calories burned, floors climbed and active minutes;Find moments of calm throughout your day with personalized guided breathing sessions based on your heart rate

 Product Dimensions 
 Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,,,Size,Small,continue,649.00,390.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150430070668220black.jpg?v=1581541777
fitbit-alta-hr-special-edition-fitness-tracker,"Fitbit Alta HR Special Edition Fitness Tracker","FROM THE AUTHORIZED DEALER
Long Battery - Life Up to 7 days
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.
 


Automatically track your steps, distance, calories burned and active minutes. 
Get the power of continuous heart rate in the slimmest design on the market-all day, during workouts and beyond.
Automatically track your sleep, and see your time spent in light, deep and REM sleep stages, powered by Pure Pulse heart rate.
Stay connected with call, text and calendar notifications on display (when your phone is nearby).
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later &amp; with a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 
Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,"Soft Pink/22k Rose Gold Plated",Size,Small,continue,785.00,580.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150272451137698519QcsFOWVL._SL1109_--1.jpg?v=1581541766
fitbit-alta-hr-special-edition-fitness-tracker,"Fitbit Alta HR Special Edition Fitness Tracker","FROM THE AUTHORIZED DEALER
Long Battery - Life Up to 7 days
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.
 


Automatically track your steps, distance, calories burned and active minutes. 
Get the power of continuous heart rate in the slimmest design on the market-all day, during workouts and beyond.
Automatically track your sleep, and see your time spent in light, deep and REM sleep stages, powered by Pure Pulse heart rate.
Stay connected with call, text and calendar notifications on display (when your phone is nearby).
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later &amp; with a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 
Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,Black/Gunmetal,Size,Large,continue,749.00,580.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/gunmetal.jpg?v=1581541766
fitbit-alta-hr-special-edition-fitness-tracker,"Fitbit Alta HR Special Edition Fitness Tracker","FROM THE AUTHORIZED DEALER
Long Battery - Life Up to 7 days
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.
 


Automatically track your steps, distance, calories burned and active minutes. 
Get the power of continuous heart rate in the slimmest design on the market-all day, during workouts and beyond.
Automatically track your sleep, and see your time spent in light, deep and REM sleep stages, powered by Pure Pulse heart rate.
Stay connected with call, text and calendar notifications on display (when your phone is nearby).
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later &amp; with a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 
Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,"Soft Pink/22k Rose Gold Plated",Size,Large,continue,785.00,580.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150272451159718718xsGQeX-L._SL1500_--1.jpg?v=1581607604
fitbit-alta-hr-fitness-tracker,"Fitbit Alta HR Fitness Tracker","FROM THE AUTHORIZED DEALER
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
Long Battery Life Up to 7 days
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.


Automatically track your steps, distance, calories burned and active minutes
Get the power of continuous heart rate in the slimmer design on the market-all day, during workouts and beyond
Automatically track your sleep and see your time spent in light, deep and REM sleep stages, powered by PurePulse heart rate
Stay connected with call, text and calendar notifications on display (when your phone is nearby)
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later&amp;With a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 

Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,"Blue Gray",Size,Large,continue,649.00,540.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150426983277805blue-gray.jpg?v=1581607013
fitbit-alta-hr-fitness-tracker,"Fitbit Alta HR Fitness Tracker","FROM THE AUTHORIZED DEALER
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
Long Battery Life Up to 7 days
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.


Automatically track your steps, distance, calories burned and active minutes
Get the power of continuous heart rate in the slimmer design on the market-all day, during workouts and beyond
Automatically track your sleep and see your time spent in light, deep and REM sleep stages, powered by PurePulse heart rate
Stay connected with call, text and calendar notifications on display (when your phone is nearby)
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later&amp;With a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 

Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,Fuchsia,Size,Large,continue,649.00,449.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/fuschia-alta1.jpg?v=1581541765
fitbit-alta-hr-fitness-tracker,"Fitbit Alta HR Fitness Tracker","FROM THE AUTHORIZED DEALER
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
Long Battery Life Up to 7 days
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.


Automatically track your steps, distance, calories burned and active minutes
Get the power of continuous heart rate in the slimmer design on the market-all day, during workouts and beyond
Automatically track your sleep and see your time spent in light, deep and REM sleep stages, powered by PurePulse heart rate
Stay connected with call, text and calendar notifications on display (when your phone is nearby)
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later&amp;With a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 

Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,Coral,Size,Large,continue,649.00,540.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/coral.jpg?v=1581541765
fitbit-alta-hr-fitness-tracker,"Fitbit Alta HR Fitness Tracker","FROM THE AUTHORIZED DEALER
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
Long Battery Life Up to 7 days
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.


Automatically track your steps, distance, calories burned and active minutes
Get the power of continuous heart rate in the slimmer design on the market-all day, during workouts and beyond
Automatically track your sleep and see your time spent in light, deep and REM sleep stages, powered by PurePulse heart rate
Stay connected with call, text and calendar notifications on display (when your phone is nearby)
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later&amp;With a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 

Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,Black,Size,Small,continue,649.00,540.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/alta-black2.jpg?v=1581541764
fitbit-alta-hr-fitness-tracker,"Fitbit Alta HR Fitness Tracker","FROM THE AUTHORIZED DEALER
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
Long Battery Life Up to 7 days
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.


Automatically track your steps, distance, calories burned and active minutes
Get the power of continuous heart rate in the slimmer design on the market-all day, during workouts and beyond
Automatically track your sleep and see your time spent in light, deep and REM sleep stages, powered by PurePulse heart rate
Stay connected with call, text and calendar notifications on display (when your phone is nearby)
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later&amp;With a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 

Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,"Blue Gray",Size,Small,continue,649.00,540.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/150426973703076alta-bluegrey6.jpg?v=1581541764
fitbit-alta-hr-fitness-tracker,"Fitbit Alta HR Fitness Tracker","FROM THE AUTHORIZED DEALER
PurePulse Heart Rate
Cardio Fitness Level
Sleep Stages
All-Day Activity
Smartphone Notifications
SmartTrack
Tap Display
Reminders to Move
Auto Sleep Tracking &amp; Silent Alarms
Interchangeable Accessories
Syncs Wirelessly
Long Battery Life Up to 7 days
1 YEAR WARRANTY





Description
Everyone's path to health and fitness is different, jumpstart yours with Fitbit Alta HR. Get the power of PurePulse heart rate in a slim, elegant wristband so you can better track calorie burn, gauge your exercise intensity and see your resting heart rate trends. Track all the basics like steps, distance and calories burned and get friendly reminders to move that motivate you to keep stepping and keep track of your workouts with smart track automatic exercise recognition, which gives you credit for being active. Smart phone notifications keep you connected to your day and you can tailor your look for any occasion with interchangeable metal, leather and classic bands. By night, Alta HR automatically tracks your sleep and shows your time spent in light, deep and REM sleep. There's more than one way to achieve a healthier lifestyle. Move to the beat of you. Alta HR is the world's slim fitness wristband with continuous heart rate, based on Fitbit research.


Automatically track your steps, distance, calories burned and active minutes
Get the power of continuous heart rate in the slimmer design on the market-all day, during workouts and beyond
Automatically track your sleep and see your time spent in light, deep and REM sleep stages, powered by PurePulse heart rate
Stay connected with call, text and calendar notifications on display (when your phone is nearby)
Syncs with Mac OS X 10.6 and up, iPhone 4S and later, iPad 3 gen. and later, Android 4.3 and later&amp;With a battery life of up to 7 days, you can worry less about your tracker and focus more on your goals.

 

Product Dimensions

Warranty
One Year Warranty",Lionfish,"Apparel & Accessories > Clothing","Fitness Trackers",true,Color,Fuchsia,Size,Small,continue,649.00,540.00,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/fuschia-alta.jpg?v=1581541764
