Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
saante-hair-spritz-rose,"Saante Hair Mist Rose - 100ml","This natural hair spritz will smoothes the hair while adding incredible shine, making it perfect for a flexible and long-lasting hold. Also, it doubles as a heat protectant from the sun and styling tools. Make sure you spray the spritz evenly on damp or dry hair to prevent heat damage before styling. Size: 100ml Once sold cannot be exchanged.",Saante,,,false,,,,,shopify,10,continue,65.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Rosehairmist_d22b2050-836e-4773-8893-cdbf9e5b2732_1_1080x1080_pad_ffffff.jpg.jpg?v=1646393644
saante-crowning-glory-hair-oil-men,"Saante Crowning Glory Natural Hair Oil Men 100ml","A stimulating hair oil that helps fight against hair fall, scalp stress and dandruff Apply to the root of the hair for at least an hour before washing. Can be applied twice a week. Size - 100ml Once sold cannot be exchanged.",Saante,,,false,,,,,shopify,8,continue,110.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/crowninggloryhairoilmen-01_7af8e1f6-fda5-4af7-ab0e-eeb862d1b7ba_1080x1080_pad_ffffff.jpg.jpg?v=1646481232
saante-chest-congestion-body-oil,"Saante Chest Congestion Body Oil - 100ml","Aids in reducing chest congestion Size : 100ml Once sold cannot be exchanged.",Saante,,,false,,,,,shopify,8,continue,110.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Saante_Chest_Congestion_Body_Oil_-_100ml_23164612-3813-4ef6-95da-39907c795b2f_1080x1080_pad_ffffff.jpg.jpg?v=1647428940
saante-crowning-glory-hair-oil,"Saante Crowning Glory Hair Oil - 100ml","This hair oil is infused with essential oils of clary sage, rosemary, lavender and juniper that work in conjunction with base oils of coconut, almond, argon, olive, apricot and wheatgerm to arrest hair fall and stimulate hair growth Apply to the root of the hair for at least an hour before washing. Can be applied twice a week. Size - 100ml Once sold cannot be exchanged.",Saante,,,false,,,,,shopify,10,continue,110.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Saante_Crowning_Glory_Hair_Oil_-_100ml_cd58785c-d075-4b35-8830-947f4d250a8f_1080x1080_pad_ffffff.jpg.jpg?v=1646634640
saante-jasmine-essential-oil,"Saante Jasmine Essential Oil - 10ml","Highest Grade Pure Jasmine Essential Oil Can be used directly on the skin to heal cuts & wounds or calm one down. Safe to use on babies during bath time or mixed in any base oil (almond, coconut, etc) of your choice. Can be used directly in a burner to fill the air. Size - 10 ml Once sold cannot be exchanged.",Saante,,,false,,,,,shopify,10,continue,65.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Saante_Jasmine_Essential_Oil_-_10ml_1a418747-330b-4c88-91e5-3028f1cc795c_1080x1080_pad_ffffff.jpg.jpg?v=1647429074
saante-aromatherapy-oils-and-gift-pack,"Saante Aromatherapy Oils and Gift Pack","Basket contains: 🌼Pure Beeswax, Coconut Oil and Jasmine Essential Oils Candle 200gms 🌼Jasmine Pure Aromatherapy Essential Oil 10ml 🌼 Pure Jasmine Hair Spritz/Perfume 100ml 🌼Pure Jasmine After Bath Body Oil 100ml The sweet and rich smell of jasmine is not the only property that it should be known for. This flower also helps to calm you down and relieve anxiety. It is believed to to be 'as calming as valium'. This is an all-natural hand-poured beeswax Jasmine candle and pure Jasmine essential oil that can be used in a burner or an air purifier.",Saante,,,false,,,,,shopify,10,continue,300.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/saante-basket_9a450d97-7cf3-4266-b679-dbce1b667a45_1080x1080_pad_ffffff.jpg.jpg?v=1647331851
hairstylist-set-kids-costume,"Hair Stylist Set Kids Costume","Hair Stylist set includes: Cute pink and purple vest with name tag and matching hair band, toy blow dryer, brush/comb, 2 sets of scissors, and mirror for your stylist's salon. Vest length is approximately 20 inches and is recommended for ages 3-8 years old. 100% Polyester machine washable with wipe clean accessories Perfect for Halloween costumes, party gift, Hair Salon pretend play, stage, dress up, play time, or one-on-on role play year round. Gives your little hair stylist everything she needs to stylize her look.",Gin,,,false,,,,,shopify,9,continue,75.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/hairstylis2_0e207d95-a32e-469a-9570-3cfb73994946_1080x1080_pad_ffffff.png.jpg?v=1645797247
mr-burberry-indigo-by-burberry-for-men-eau-de-toilette-150ml,"Mr. Burberry Indigo by Burberry for Men Eau de Toilette 150ml","What it is:A man of contrasts . Classic, yet contemporary; sophisticated and sensual. Style with a rebellious attitude. He makes an impromptu escape from the city. Seeking freedom. Refreshed and invigorated. Fragrance Type:A fresh and energetic citrus woody, reminiscent of crispy air along the British coast. Aromatic violet-leaf and spearmint oil invigorate notes of lemon and rosemary. Amber and oak moss bring depth. A veritable breath of fresh air. On Emarkiz.com, you will not get fake fragrances unlike other Ecommerce marketplace sites. All of the perfumes and colognes that we have for sale are authentic brands, not replicas. We provide ONLY Authentic products at low prices.",Prince,,,false,,,,,shopify,5,continue,300.00,195.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/2fc0ce4d-0f57-48fc-a1f3-bff8056a6ad9_dc78325d-bfbc-43d7-90dd-0aae61213931_1080x1080_pad_ffffff.jpg.jpg?v=1645797252
egyptian-boy-costume-black-and-gold,"Egyptian Boy Costume Black and Gold","Walk like an Egyptian Emperor with this fantastic Egyptian Boy fancy dress costume, the perfect outfit for turning your little boy into the fairest Pharaoh of them all. This highly detailed outfit comprises of a long black tunic, head piece and gold draping belt. Stick is not included. Perfect for any fancy dress party, World Book Day or School Play. Pls note: There might be a slight difference between two similar products but nevertheless, the quality will be superior!",Battery,,,false,Size,"Medium 110-120cm",,,shopify,2,continue,95.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Screen_Shot_2019-03-05_at_11.21.33_AM_fd1b3d93-b9a3-4738-b963-abdb81ce7681_1080x1080_pad_ffffff.png.jpg?v=1649049294
egyptian-boy-costume-black-and-gold,"Egyptian Boy Costume Black and Gold","Walk like an Egyptian Emperor with this fantastic Egyptian Boy fancy dress costume, the perfect outfit for turning your little boy into the fairest Pharaoh of them all. This highly detailed outfit comprises of a long black tunic, head piece and gold draping belt. Stick is not included. Perfect for any fancy dress party, World Book Day or School Play. Pls note: There might be a slight difference between two similar products but nevertheless, the quality will be superior!",Battery,,,false,Size,"Large 120-130cm",,,shopify,2,continue,95.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Screen_Shot_2019-03-05_at_11.21.33_AM_fd1b3d93-b9a3-4738-b963-abdb81ce7681_1080x1080_pad_ffffff.png.jpg?v=1649049294
egyptian-boy-costume-black-and-gold,"Egyptian Boy Costume Black and Gold","Walk like an Egyptian Emperor with this fantastic Egyptian Boy fancy dress costume, the perfect outfit for turning your little boy into the fairest Pharaoh of them all. This highly detailed outfit comprises of a long black tunic, head piece and gold draping belt. Stick is not included. Perfect for any fancy dress party, World Book Day or School Play. Pls note: There might be a slight difference between two similar products but nevertheless, the quality will be superior!",Battery,,,false,Size,"Extra Large 130-140cm",,,shopify,3,continue,95.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Screen_Shot_2019-03-05_at_11.21.33_AM_fd1b3d93-b9a3-4738-b963-abdb81ce7681_1080x1080_pad_ffffff.png.jpg?v=1649049294
dinosaur-kids-animal-costume,"Dinosaur Kids Animal Costume","Child Dinosaur Costume is a green costume that comes with an all in one Scaled-design Jumpsuit with covering with dino's face and yellow spikes behind. *Costume is similar to the picture but illustrative image can be different.",Battery,,,false,Size,Small,,,shopify,2,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/dinosaur2_867c9833-54e9-4a35-933e-8d1e432fd338_1080x1080_pad_ffffff.jpg.jpg?v=1645797292
dinosaur-kids-animal-costume,"Dinosaur Kids Animal Costume","Child Dinosaur Costume is a green costume that comes with an all in one Scaled-design Jumpsuit with covering with dino's face and yellow spikes behind. *Costume is similar to the picture but illustrative image can be different.",Battery,,,false,Size,Medium,,,shopify,0,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/dinosaur2_867c9833-54e9-4a35-933e-8d1e432fd338_1080x1080_pad_ffffff.jpg.jpg?v=1645797292
dinosaur-kids-animal-costume,"Dinosaur Kids Animal Costume","Child Dinosaur Costume is a green costume that comes with an all in one Scaled-design Jumpsuit with covering with dino's face and yellow spikes behind. *Costume is similar to the picture but illustrative image can be different.",Battery,,,false,Size,Large,,,shopify,2,continue,89.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/dinosaur2_867c9833-54e9-4a35-933e-8d1e432fd338_1080x1080_pad_ffffff.jpg.jpg?v=1645797292
dragon-dinosaur-kids-animal-costume,"Dragon Kids Animal Costume","Child Dragon Costume comes complete with an All in one Scaled-design Jumpsuit, hand gloves, face mask and wings. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,Size,2-3,,,shopify,0,continue,120.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/dragon_84282e90-b06f-4734-8014-fc5bda36a081_1080x1080_pad_ffffff.jpg.jpg?v=1645797299
dragon-dinosaur-kids-animal-costume,"Dragon Kids Animal Costume","Child Dragon Costume comes complete with an All in one Scaled-design Jumpsuit, hand gloves, face mask and wings. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,Size,4-5,,,shopify,0,continue,120.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/dragon_84282e90-b06f-4734-8014-fc5bda36a081_1080x1080_pad_ffffff.jpg.jpg?v=1645797299
dragon-dinosaur-kids-animal-costume,"Dragon Kids Animal Costume","Child Dragon Costume comes complete with an All in one Scaled-design Jumpsuit, hand gloves, face mask and wings. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,Size,6-7,,,shopify,3,continue,120.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/dragon_84282e90-b06f-4734-8014-fc5bda36a081_1080x1080_pad_ffffff.jpg.jpg?v=1645797299
dragon-dinosaur-kids-animal-costume,"Dragon Kids Animal Costume","Child Dragon Costume comes complete with an All in one Scaled-design Jumpsuit, hand gloves, face mask and wings. Pls Note: Size can be exchanged within 1 day of delivery free of cost. Pls call on the contact number or email on support@emarkiz.com",Sharjah,,,false,Size,8-9,,,shopify,3,continue,120.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/dragon_84282e90-b06f-4734-8014-fc5bda36a081_1080x1080_pad_ffffff.jpg.jpg?v=1645797299
solitaire-zircon-gold-bangles-diamond-design,"Solitaire Zircon Gold Bangles Diamond Design","Size 2.6 Gold Plated Classic piece","Fulfilled by Emarkiz.com",,,false,Size,2.6,,,shopify,1,continue,350.00,200.00,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/solitaore-bangle_0a68f624-de09-44a3-9ee4-3ab8ce7f08c5_1080x1080_pad_ffffff.jpg.jpg?v=1645797310
portronics-por-628-portable-ruff-pad-e-writer-8-5-inch-lcd-paperless-memo-digital-tablet-notepad-black,"Portronics POR 628 Portable Ruff Pad E-Writer 8.5 inch LCD Paperless Memo Digital Tablet Notepad (Black)","Go Paperless with Ruffpad. Write lists, notes and makes doodles without using pen or paper. It comes with a stylus. You can write or draw with stylus or with any other comparable instrument. The stylus can be stored conveniently at the bottom of the case. The content is only erased with the touch of a button instantly. Replaceable Battery lasts upto 50000 erases. Durable case and recessed screen are safe for school, travel and home use. Helps avoid waste thus helping the environment. Comes with magnets so that you can stick it on the fridge. Ruffpads turns sticky notes and memo-pads green with envy. Features: Pressure-sensitive screen lets you create thick and thin lines. Tablet displays your notes until you erase them with the touch of a button, One-touch button erases notes instantly. Durable case and recessed screen are safe for school, travel and home use. One-touch Erase Button. Tablet displays your notes until you erase them with the touch of a button.One-touch button erases notes instantly.",DC,,,false,,,,,shopify,5,continue,85.00,71.50,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/portable-ruffpad-e-writer-12-lcd-writing-pad-paperless-memo-original-imaezpsctjygpktv_ea3e97bc-60da-483c-8d53-65fb0a5ee13e_1_1_1080x1080_pad_ffffff.jpg.jpg?v=1647691160
bodyguard-premium-natural-anti-mosquito-refilling-repellent-band-includes-2-refils,"Bodyguard Premium Natural Anti Mosquito Refilling Repellent Band (includes 2 refils)","Each pack contains 1 band and 2 refills Insert the refill pellet into the mouth of the smiley face and then slap it onto your wrist. The band when exposed to air, releases fragrance to repel mosquitoes. For maximum life, it is advised to use the band in mosquito infested area and storing it back in Air Tight pouches when back in mosquito free area to avoid wastage of oil/Fragrance. Dimensions (L*H*W) : 3.5*12.5*3.5 Fragrance : Citronella oil::Eucalyptus oil::Mint oil Uses only natural ingredients to keep the mosquitoes away. Very safe for babies too. For External use only, do not ingest. In case of accidental contact with mouth or eyes with the citronella oil rinse with plenty of water (See the physician if problem persists). Made in India, Bodyguard Premium Mosquito Bands are Natural Mosquito Bands are safe for all age groups, including children. These are DEET free, contains no harmful chemicals & are perfect for indoor & outdoor activities. Generally effective for 12 hours.",DC,,,false,Color,Green,,,shopify,5,continue,35.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/91wjuijPUgL._SL1500_58c71f4d-c9c0-4493-9db1-b3db14077f05_1080x1080_pad_ffffff.jpg.jpg?v=1645797326
bodyguard-premium-natural-anti-mosquito-refilling-repellent-band-includes-2-refils,"Bodyguard Premium Natural Anti Mosquito Refilling Repellent Band (includes 2 refils)","Each pack contains 1 band and 2 refills Insert the refill pellet into the mouth of the smiley face and then slap it onto your wrist. The band when exposed to air, releases fragrance to repel mosquitoes. For maximum life, it is advised to use the band in mosquito infested area and storing it back in Air Tight pouches when back in mosquito free area to avoid wastage of oil/Fragrance. Dimensions (L*H*W) : 3.5*12.5*3.5 Fragrance : Citronella oil::Eucalyptus oil::Mint oil Uses only natural ingredients to keep the mosquitoes away. Very safe for babies too. For External use only, do not ingest. In case of accidental contact with mouth or eyes with the citronella oil rinse with plenty of water (See the physician if problem persists). Made in India, Bodyguard Premium Mosquito Bands are Natural Mosquito Bands are safe for all age groups, including children. These are DEET free, contains no harmful chemicals & are perfect for indoor & outdoor activities. Generally effective for 12 hours.",DC,,,false,Color,Yellow,,,shopify,5,continue,35.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/91wjuijPUgL._SL1500_58c71f4d-c9c0-4493-9db1-b3db14077f05_1080x1080_pad_ffffff.jpg.jpg?v=1645797326
bodyguard-premium-natural-anti-mosquito-patches-20-4-patches,"Bodyguard Premium Natural Anti Mosquito Patches - 20 + 4 Patches","Each strip contains 2 patches Pull out the patch from strip Peel off the protective film Stick the patch on clothes Dispose off after use Dimensions (L*H*W) - 11*10.5*1.5 Fragrance : Citronella oil, Eucalyptus oil, Mint oil Generally effective for 12 hours. Made in India, Bodyguard Premium Mosquito Patches by SIRONA are Natural Mosquito Patches are safe for all age groups, including children. These are DEET free, contains no harmful chemicals & are perfect for indoor & outdoor activities.",DC,,,false,,,,,shopify,4,continue,32.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/FSP010_400x400_2_1d23e6a1-94d7-4dbf-98bb-5e700d85f87f_1080x1080_pad_ffffff.jpg.jpg?v=1645797331
sirona-premium-disposable-maternity-breast-pads,"SIRONA - Premium Disposable Maternity Breast Pads - 30 + 6 Pads","Sirona ‘Premium Disposable Breast Pads’ for complete peace of mind during delicate & special period of breast feeding. Directions for use: OPEN : Remove the individually packed breast pad from the packaging. PEEL : Peel of the release paper from the pad. PLACE : Place the breast pads inside your bra so they are centered on your nipples. If you’re using a cream or ointment for sore nipples, apply it before putting the breast pad in place. Features: SUPER SOFT & COMFORTABLE: Individually packed pads with super soft edges for maximum comfort for the mother. SUPERIOR ABSORBENCY: The fabric absorbs excess milk (up to 80 ml) & traps it inside the lining, keeping the skin completely dry. EXCELLENT GRIP & FIT: 3D Shape with non-slip adhesive tapes ensure that the pad is kept in place with no movement. ULTRA THIN: Made with super soft material, it’s ultra-thin & light to fit discreetly under clothing. LEAK PROOF COVERAGE: Multi-layer protection, dry top layer absorbs wetness instantly & breathable waterproof tissue prevents milk leakage, keeping the freshness intact. DO’s & Dont’s: Change your breast pads frequently. Do not flush the pads down the toilet. Keep pads & wrapper away from children. If irritation occurs, discontinue use and consult your doctor immediately. Accolades: Smart Design: Patent protected & FDA approved Excellent Raw Materials: Fluff pulp (USA) & Non-woven (Japan SAP)",DC,,,false,,,,,shopify,5,continue,48.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/FSP060_4_922e6f1f-70b3-4846-a075-dd077e1e6993_1080x1080_pad_ffffff.png.jpg?v=1645797349
sirona-feminine-pain-relief-patches,"SIRONA - Feminine Pain Relief Patches - 5 Patches (1 Pack - 5 Patches Each)","Sirona Pain Relief Patch works on the simple formula, it relaxes the muscle and provides discrete, continuous and non-messy relief from pain and muscle cramps. Sirona Pain Relief Patch is recommended in pain in the lower abdomen or lower back, and during cramps. Directions for use: Dry the application area completely before use. One to two patches can be applied in one day or as directed by the physician. If applied on hair, remove it slowly with hot water. Dimensions (L*H*W) : 26*8*0.5 Made of : Menthol (Satva Pudina) & Eucalyptus oil 12 Hour Relief; 100% Herbal; Instant Relief; No Side Effects Made in India, Sirona Pain Relief Patch are 100% herbal patches and are the must for women during those monthly troublesome days.",DC,,,false,,,,,shopify,5,continue,35.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/61k-CGhyWVL._SX466_66ce353b-bd5f-4c90-b3ce-0e7709dc90b0_1080x1080_pad_ffffff.jpg.jpg?v=1645797355
intimate-wet-wipes-by-sirona-30-wipes-3-pack-10-wipes-each,"Intimate Wet Wipes by SIRONA - 30 Wipes - 3 Pack - 10 Wipes Each","INWI Intimate Wet Wipes by SIRONA are refreshing Wet Wipes for your Intimate Areas. One of a kind, they are Hypoallergenic and ideal for intimate areas including Under Arms, Breast & Bikini Area & contains fruit extracts to leave you refreshed and moisturized. For Intimate Areas, please use each wipe only once in a Front to Back Stroke Peel Front label slowly. Pull out wipes as needed. Re-seal label after each use to prevent moisture loss. Unique Features Ideal for Intimate Areas incl. Under Arms, Breast & Bikini Area. Leaves you refreshed. Easy to carry, Use on the go.",DC,,,false,,,,,shopify,5,continue,30.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/71kD-oLecWL._SX466_b2ba7c90-f19a-427a-a0b6-a34011589549_1080x1080_pad_ffffff.jpg.jpg?v=1645797360
peebuddy-disposable-portable-female-urination-device-for-women-20-funnels,"PeeBuddy - Disposable, Portable Female Urination Device for Girls and Women 20 Funnels","It is a Revolutionary Product for Women who hate dirty toilets when traveling (Fights/Train/Highways) for work or leisure (Treks, Marathons, Road Trips, Events) or those with the medical condition (Joint pains / Pregnancy etc). Directions for use: Gently press the top front & back to POP open the pee-buddy Move your panties aside,place the open end of the funnel/Pee-Buddy between your Legs right under the flow area. Tilt Hips/Bend a little, ensure the funnel is tilted downwards, Relax & pee. Dispose off in the bin. Dimensions (L*H*W) : 24.5*9.5*2 Made in India, PeeBuddy is India's First Portable, Disposable - Female Urination Device for Women – using which Women can STAND & Urinate in all Public & Common Toilets. Using PeeBuddy you can simple STAND & PEE and avoid all UTIs/Infections/Yucky Experiences at Dirty Toilets. It comes with simple OPEN-PLACE-PEE-THROW instructions and is very convenient to use with no spills! Now Use PeeBuddy & Stay away from Infections, UTI etc. No more Wiping of Seat, no more squats, no more holding it in.",DC,,,false,,,,,shopify,5,continue,32.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/71SyCudP51L._SX466_5a90c06a-d202-4dfe-88c3-c7ff233686eb_1080x1080_pad_ffffff.jpg.jpg?v=1645797364
peebuddy-disposable-portable-female-urination-device-for-women-10-funnels,"PeeBuddy - Disposable, Portable Female Urination Device for Girls and Women - 10 Funnels","It is a Revolutionary Product for Women who hate dirty toilets when traveling (Fights/Train/Highways) for work or leisure (Treks, Marathons, Road Trips, Events) or those with the medical condition (Joint pains / Pregnancy etc). Directions for use: Gently press the top front & back to POP open the pee-buddy Move your panties aside,place the open end of the funnel/Pee-Buddy between your Legs right under the flow area. Tilt Hips/Bend a little, ensure the funnel is tilted downwards, Relax & pee. Dispose off in the bin. Dimensions (L*H*W) : 24.5*9.5*2 Made in India, PeeBuddy is India's First Portable, Disposable - Female Urination Device for Women – using which Women can STAND & Urinate in all Public & Common Toilets. Using PeeBuddy you can simple STAND & PEE and avoid all UTIs/Infections/Yucky Experiences at Dirty Toilets. It comes with simple OPEN-PLACE-PEE-THROW instructions and is very convenient to use with no spills! Now Use PeeBuddy & Stay away from Infections, UTI etc. No more Wiping of Seat, no more squats, no more holding it in.",DC,,,false,,,,,shopify,10,continue,25.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/FSP0021_59391131-429c-4e7a-ac2a-50e57237d383_1080x1080_pad_ffffff.jpg.jpg?v=1645797368
bebiko-pocket-wet-wipes-assorted-15-pcs,"Bebiko Pocket Wet Wipes (assorted) 15 pcs","Soft, sensitive clean for baby's naturally perfect skin. Alcohol-Free","Abu Ragueb",,,false,,,,,shopify,40,continue,7.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/Bebiko_Pocket_Wet_Wipes_assorted_15S_2a13b5da-e481-494a-b194-11d9e27f4a86_1080x1080_pad_ffffff.png.jpg?v=1645797385
diana-baby-diaper-size-4-maxi-8-19kg-12-count,"Diana Baby Diapers, Size 4 Maxi, 8-19Kg, 12 count","FEATURES & FUNCTIONS Super Absorption Anti-Leak Barriers Full Protection Day & Night PRODUCT DIMENSIONS : 23cm x 14cm x 9cm","Abu Ragueb",,,false,,,,,shopify,10,continue,8.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879102237_0567ed9d-a459-4248-85f2-f3f9348016df_1080x1080_pad_ffffff.jpg.jpg?v=1645797390
diana-baby-diaper-size-3-midi-5-9kg-13-count,"Diana Baby Diapers, Size 3 Midi, 5-9Kg, 13 count","DESCRIPTION MIDI (5-9 KG) 13s FEATURES & FUNCTIONS SILKY TEXTURE RAPIDLY ABSORBING DISPERSE SYSTEM BARRIERS PREVENTING LEAKAGE ADJUSTABLE SIDE BANDS AIR PERMEABLE TEXTILE EXTERIOR SURFACE FULL PROTECTION, DAY AND NIGHT ELASTIC SIDE FASTENERS","Abu Ragueb",,,false,,,,,shopify,20,continue,15.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879102220_2d8ad365-60e0-4679-ad7c-455982499a07_1080x1080_pad_ffffff.jpg.jpg?v=1645797391
diana-baby-diaper-size-2-mini-e3-6kg-15-count,"Diana Baby Diapers, Size 2 Mini, 3-6Kg, 15 count","Attuned with soft and breathable material that prevents the sensitive skin from chafing Crafted with superior absorbent material and a contoured design for a snug fit Features reinforced lining that efficiently blocks fraying Silkytexture,barriers preventing leakage, air permeable textile, full protection day and night Disperse system","Abu Ragueb",,,false,,,,,shopify,10,continue,15.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879102213_e6a14241-23b9-48b9-8c06-68a397cb2d4c_1080x1080_pad_ffffff.jpg.jpg?v=1645797393
diana-baby-diaper-size-4-maxi-8-19kg-20-count,"Diana Baby Diapers, Size 4 Maxi, 8-19Kg, 20 count","Attuned with soft and breathable material that prevents the sensitive skin from chafing. Crafted with superior absorbent material and a contoured design for a snug fit. Features reinforced lining that efficiently blocks fraying Silky texture, break up the system, air permeability fabric, full protection day and night.","Abu Ragueb",,,false,,,,,shopify,18,continue,19.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879101285_4db86c27-6849-469f-926b-93838809f94d_1080x1080_pad_ffffff.jpg.jpg?v=1645797395
diana-baby-diaper-size-3-midi-5-9kg-22-count,"Diana Baby Diapers, Size 3 Midi, 5-9Kg, 22 count","DESCRIPTION MIDI (5-9 KG) 22s FEATURES & FUNCTIONS SILKY TEXTURE RAPIDLY ABSORBING DISPERSE SYSTEM BARRIERS PREVENTING LEAKAGE ADJUSTABLE SIDE BANDS AIR PERMEABLE TEXTILE EXTERIOR SURFACE FULL PROTECTION, DAY AND NIGHT ELASTIC SIDE FASTENERS","Abu Ragueb",,,false,,,,,shopify,10,continue,15.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879101278_b2257a9e-b55e-4456-81da-2fbc8d050b49_1080x1080_pad_ffffff.jpg.jpg?v=1645797397
diana-baby-diaper-size-2-mini-3-6kg-24-count,"Diana Baby Diapers, Size 2 Mini, 3-6Kg, 24 count","Description Features & Functions Super Absorption Anti-Leak Barriers Full Protection Day & Night Product Dimensions 19cm x 17cm x 10cm Product Weight 1kg Piece Count : 24 PiecesBrand : DianaSize Age : 0+ months","Abu Ragueb",,,false,,,,,shopify,10,continue,15.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879101261_fab50404-bad3-4d98-ac94-6327dc3da934_1080x1080_pad_ffffff.jpg.jpg?v=1645797398
diana-baby-diaper-size-5-junior-11-25kg-26-count,"Diana Baby Diapers, Size 5 Junior 11-25Kg, 26 count","Attuned with soft and breathable material that prevents the sensitive skin from chafing. Crafted with superior absorbent material and a contoured design for a snug fit. Features reinforced lining that efficiently blocks fraying.","Abu Ragueb",,,false,,,,,shopify,10,continue,15.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879002247_A_bf1148b4-7785-45f7-9806-788b06910428_1080x1080_pad_ffffff.jpg.jpg?v=1645797399
diana-baby-diaper-size-3-midi-5-9kg-40-count,"Diana Baby Diapers, Size 3 Midi, 5-9Kg, 40 count","FEATURES & FUNCTIONS Super Absorption Anti-Leak Barriers Full Protection Day & Night PRODUCT DIMENSIONS : 39cm x 22cm x 10cm","Abu Ragueb",,,false,,,,,shopify,5,continue,26.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879003220_ae02c613-2a6a-41fd-a962-c6b39a4cff81_1080x1080_pad_ffffff.jpg.jpg?v=1645797402
diana-baby-diaper-size-2-mini-e3-6kg-44-count,"Diana Baby Diapers, Size 2 Mini, 3-6Kg, 44 count","The baby diaper size 2 mini 3-6kg 40s Diaper is manufactured by Diana and was added around January 2019. Features & Functions SILKY TEXTURE RAPIDLY ABSORBING DISPERSE SYSTEM BARRIERS PREVENTING LEAKAGE ADJUSTABLE SIDE BANDS AIR PERMEABLE TEXTILE EXTERIOR SURFACE FULL PROTECTION, DAY AND NIGHT ELASTIC SIDE FASTENERS","Abu Ragueb",,,false,,,,,shopify,10,continue,26.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879002216_0ff48969-63de-4fa0-99c6-196bb15d1b1d_1080x1080_pad_ffffff.jpg.jpg?v=1645797403
bebiko-vip-baby-diaper-junior-plus-16-kg-25-count,"Bebiko Vip Baby Diapers, Junior Plus, 16+ Kg, 25 count","Attuned with soft and breathable material that prevents the sensitive skin from chafing. Crafted with superior absorbent material and a contoured design for a snug fit. Features reinforced lining that efficiently blocks fraying.","Abu Ragueb",,,false,,,,,shopify,4,continue,27.00,,https://cdn.shopify.com/s/files/1/0631/5275/0813/products/8690879888742_c0deb4bb-0487-4ad7-b1f3-ded773485433_1080x1080_pad_ffffff.jpg.jpg?v=1645797408
